Frame,Shadow Mapping,Collision Detection TFB,Visuals,Particle Simulation
1825,72160,15616,121952,8208000
1826,71168,15040,113696,7836064
1827,72544,14880,128832,7622368
1828,72256,15136,115328,7579200
1829,72192,15040,114080,7571712
1830,72352,15008,113184,7561024
1831,72320,15264,113952,7519488
1832,72096,15136,114880,7521056
1833,71968,17440,113184,7469856
1834,72128,15136,114944,7459936
1835,71520,15072,116704,7676992
1836,72064,15424,126304,7633824
1837,71808,15520,123552,7618912
1838,72032,15104,129056,7367200
1839,71936,15360,114720,7371872
1840,72032,15232,115104,7364704
1841,71456,16480,114432,7326208
1842,71008,15744,113856,7320864
1843,71264,15296,112960,7500992
1844,72000,15072,113632,7286208
1845,70880,15392,114400,7291936
1846,72064,16704,113856,7279680
1847,71104,15456,115968,7491264
1848,72064,15136,117344,7482304
1849,72480,15072,119520,7498912
1850,73280,15072,128704,7522144
1851,71808,17440,123712,7516288
1852,71808,14976,114048,7562336
1853,71296,14912,114368,7565536
1854,72256,15168,113632,7596320
1855,71840,15360,113184,7410336
1856,72160,15008,113344,7393472
1857,71680,14976,114720,7439712
1858,73824,14912,113568,7431904
1859,72448,15072,113920,7862496
1860,71840,15392,119008,8097472
