Frame,Shadow Mapping,Collision Detection TFB,Visuals,Particle Simulation
1419,70720,14944,110624,4935040
1420,70944,14848,118144,5019296
1421,70720,15040,112960,4920800
1422,71040,15104,121536,4897760
1423,70848,15136,111008,4915520
1424,71552,15392,113472,4922400
1425,71360,15168,112128,4879232
1426,71104,15040,112000,4916800
1427,71168,15136,111616,4923680
1428,70912,15136,127360,5020256
1429,70976,15040,116704,4991360
1430,71648,15872,112192,4915552
1431,70912,14944,120992,4910784
1432,71488,15104,111488,4883744
1433,71328,14976,112288,5024160
1434,71456,15264,118880,5021408
1435,71104,14912,124640,5020512
1436,71104,15104,112576,4936640
1437,71456,15328,115680,4935072
1438,70656,15072,112192,4932640
1439,71200,15104,110432,5049600
1440,71744,15072,127456,5064448
1441,71200,15040,126240,5076992
1442,71328,15552,112384,4984672
1443,72032,15072,113376,5016128
1444,71552,14912,110464,5017600
1445,71648,15168,110272,5021312
1446,71840,15264,124096,5562784
1447,70656,15488,112416,5499232
1448,71328,15200,112640,5484960
1449,72288,14976,118976,5598144
1450,71264,15552,120128,5594432
1451,72064,15872,111584,5502624
1452,70272,15072,117856,5586208
1453,72544,15008,124416,5585312
1454,71072,14944,126944,5582304
1455,71488,14880,112544,5479424
1456,71232,14848,110976,5585472
1457,71072,14912,118912,5583904
1458,71168,15104,111968,5584096
1459,70656,15072,110560,5484864
1460,71136,15200,112032,5491968
1461,71168,15296,113184,5479456
1462,71456,15104,111168,5502688
1463,71680,15136,112928,5597088
1464,71904,15424,111968,5597312
1465,70784,15008,126656,5597056
1466,70816,14848,110784,5588288
1467,71296,15008,112384,5468800
1468,71904,15456,112032,5464960
1469,71392,15008,117920,5107040
1470,70784,15456,121632,5107776
1471,71776,15104,114240,5001824
1472,71392,15232,117440,4979808
1473,71872,15456,113632,4971136
1474,71968,15232,113920,4957248
1475,72160,15424,111488,4937184
1476,70976,15680,122592,5026528
1477,71232,15392,127264,5284608
1478,71616,14944,121920,4987072
1479,71296,15200,113280,4899360
1480,71680,15392,111680,4907456
1481,71360,15392,113248,4897504
1482,70976,15520,112704,4889344
1483,71808,15296,111200,4928192
1484,71232,15296,111424,4927296
1485,71200,15072,118656,5020640
1486,72000,15264,111136,4967840
1487,71264,15200,112416,5062912
1488,71328,15264,112672,4967968
1489,71808,15136,126784,5089312
1490,71040,15168,111424,5010912
1491,70912,15168,121216,5105024
1492,71488,14976,110944,5006112
1493,70816,15264,120288,5153024
1494,71232,14944,112192,5151456
1495,71200,15296,112800,5054112
1496,71360,15168,116320,5103712
1497,71872,15136,111360,5200928
1498,71360,15008,111104,5102496
1499,70976,15424,111648,5131712
1500,71392,15072,112672,5247296
1501,71840,14944,111936,5155360
1502,70784,15776,109920,5155584
1503,72032,15040,111360,5620096
1504,71072,15136,112672,5616864
1505,71584,15008,113536,5613536
1506,71488,14944,111424,5710144
1507,71904,15008,124736,5722688
1508,70912,15168,111104,5614720
1509,71136,15200,116992,5731072
1510,71648,15232,112224,5615424
1511,71808,15232,110944,5636960
1512,72192,14816,117472,5716480
1513,72160,15296,114816,5632512
1514,71680,15136,125536,5717408
1515,71616,14816,125408,5740096
1516,70944,15296,115552,5619840
1517,71904,15104,112608,5639968
1518,71520,15008,112320,5716288
1519,71328,14912,110016,5743104
1520,71648,14976,110240,5629856
1521,71872,15232,110336,5654560
1522,71424,15232,111488,5635520
1523,72256,15040,110208,5642464
1524,71296,15168,119200,5720224
1525,71424,15200,126368,5125056
1526,71488,15232,126784,5100960
1527,71104,15104,114048,5011104
1528,71008,15040,118272,5112576
1529,71072,14944,124160,5111424
1530,71232,15072,114336,5016288
1531,70944,14976,113120,5015040
1532,70528,15040,115296,5012960
1533,71168,14912,115328,5005792
1534,71584,15040,123744,5102368
1535,71936,15296,112096,5012992
1536,71392,14880,112992,4998432
1537,72448,15392,128960,5091552
1538,71488,14976,112960,5370208
1539,70688,14880,119904,5383040
1540,70592,15456,111552,5016064
1541,70720,15136,120832,5118016
1542,70688,15264,111616,5009824
1543,71552,15328,112096,5007840
1544,71840,15328,113312,5008224
1545,71328,15328,119648,5105920
1546,70272,14880,111776,5005728
1547,71072,14848,113472,4999552
1548,71456,15360,116800,4999456
1549,71456,14816,123264,5099456
1550,70912,15360,119456,5101056
1551,71104,15296,119776,5105248
1552,70944,15072,112096,4993440
1553,70976,15552,111264,5009952
1554,71328,14976,111936,5096064
1555,71328,14848,117568,5103104
1556,71680,15040,111072,4995648
1557,71840,15584,114656,4996352
1558,71264,15040,110688,5001312
1559,71328,14880,113280,4996384
1560,71392,15296,110208,5004096
1561,71296,15392,111200,5001472
1562,71200,15616,109600,5002144
1563,71232,15328,112896,5102688
1564,71040,14912,110528,5005216
1565,70464,15136,114208,5015104
1566,70528,14944,111936,5105728
1567,70976,15168,111392,5107968
1568,70752,15072,112096,5001920
1569,71712,15200,118848,5098528
1570,71232,15520,112224,5005568
1571,70816,15168,112192,5105568
1572,71552,15072,120448,5104736
1573,70944,15040,113024,5108000
1574,70816,15104,110464,5002016
1575,71392,15296,127104,5090976
1576,71200,15296,124032,5095232
1577,71072,15552,112384,5005504
1578,71360,15488,124832,5101152
1579,72320,15744,114176,5005856
1580,71840,15328,117280,5002752
1581,71328,15104,120992,5098112
1582,72192,15072,127840,5097216
1583,70848,14944,112480,5011296
1584,71840,14944,120768,5091072
1585,72256,15552,113248,5098464
1586,71360,15232,113536,4996416
1587,72096,15328,122016,5100544
1588,70656,14912,125568,5107616
1589,71072,15200,113792,5007968
1590,71072,15200,110080,5006432
1591,70432,15104,115616,5001600
1592,71264,15296,113536,5002496
1593,71680,15648,116032,5002528
1594,71168,15264,121952,5098240
1595,72000,15008,112992,5007328
1596,72032,15040,112288,5013696
1597,71264,15456,113760,5000512
1598,70976,14944,126720,5115680
1599,71712,14944,122560,5098048
1600,71648,15104,117824,5103424
1601,71808,16192,112608,5004512
1602,71648,15488,113120,5115008
1603,71456,15360,113312,5009696
1604,71104,15136,111744,5000416
1605,70784,15008,119552,4998208
1606,71712,14880,130368,5095456
1607,71392,14976,111776,5107360
1608,70784,14848,111296,5103424
1609,70688,15040,123424,5107808
1610,71008,15008,113344,5008544
1611,71360,15104,114016,5002240
1612,71584,15584,110976,4999008
1613,72064,15296,114048,5007168
1614,71584,15296,113632,5011040
1615,72160,14912,112096,5097888
1616,71968,15744,115520,5001664
1617,71840,14912,120960,5007520
1618,71104,15104,112512,5000064
1619,72640,15328,113728,5016224
1620,72576,14816,117824,5108128
1621,71616,15008,113408,5008448
1622,71360,15136,112352,5005792
1623,72352,15104,113440,5001984
1624,72256,14976,127648,5110816
1625,71168,15104,112480,5004768
1626,71520,15296,112992,5003360
1627,70848,15008,113632,5015456
1628,72160,14816,112384,5012160
1629,70912,15072,123904,5012704
1630,71424,15040,121376,5106336
1631,71552,15360,113152,5004896
1632,71808,14944,112800,5089888
1633,70880,14848,120928,5080064
1634,71552,14944,121056,5063584
1635,70880,15360,121792,5041024
1636,71296,15424,111488,4928128
1637,71072,14944,124896,5022080
1638,71264,15296,112160,4924096
1639,71552,14912,114656,4997856
1640,70816,15264,112800,4887104
1641,71360,15040,115584,4880672
1642,71328,15584,114816,4875232
1643,70528,15008,125856,4985152
1644,71648,14912,114464,4870368
1645,71456,15360,116128,4895392
1646,70784,15424,113184,4912224
1647,72064,15232,117760,4909632
1648,70944,15712,113024,4903168
1649,71648,15040,113248,4939296
1650,72160,15072,113184,4954304
1651,72000,15200,126208,5050720
1652,71840,14976,114592,4985664
1653,72960,15040,114976,4999456
1654,71584,15200,122144,5097152
1655,72864,14976,113568,5119392
1656,71200,14784,113312,5049536
1657,71296,15168,112608,5045600
1658,71456,15168,111712,5053088
1659,71264,15520,112864,5081632
1660,71040,16000,122560,5191040
1661,71136,15456,126176,5455904
1662,71168,14880,112704,5123712
1663,72256,15072,113600,5146624
1664,71360,15712,112544,5147424
1665,71008,14944,113728,5542752
1666,71040,15104,113216,5599104
1667,71136,15392,127840,5700768
1668,70592,15392,112160,5603264
1669,71552,15552,110912,5606464
1670,71712,15328,114368,5606848
1671,70592,15680,110016,5608416
1672,71136,15296,125856,5704928
1673,72032,16032,110432,5607328
1674,71936,15392,110944,5613152
1675,70848,15584,111712,5609344
1676,71136,15200,110976,5616480
1677,71392,15232,111776,5613984
1678,71232,15648,125664,5705952
1679,72096,15168,109824,5617184
1680,71840,14944,117088,5617280
1681,71488,15104,112448,5618976
1682,71232,14880,111616,5707264
1683,70816,15040,110752,5619904
1684,71520,15456,111232,5623008
1685,71616,15232,111424,5716992
1686,71840,15200,111584,5617728
1687,70976,15168,110464,5713856
1688,71680,15680,111136,5621408
1689,70912,15008,111008,5621056
1690,70848,14816,120000,5712544
1691,71072,15584,113216,5604320
1692,71104,15168,109344,5600992
1693,70752,15104,124128,5707008
1694,71680,14880,111328,5620576
1695,71008,14816,117152,5705088
1696,70880,15360,109632,5604640
1697,71424,15040,118528,5697152
1698,71072,15072,111456,5603936
1699,71520,14848,125696,5710912
1700,70880,15232,112416,5612896
1701,71328,15040,110784,5617216
1702,71104,15296,109312,5606336
1703,71296,15168,124320,5713152
1704,71488,14752,111296,5719168
1705,71392,15456,110688,5607296
1706,71840,15136,110112,5602752
1707,71104,14976,112704,5697984
1708,71200,15296,117888,5979200
1709,72416,15520,124000,5717408
1710,72256,14912,113792,5700960
1711,71168,14976,121920,5716320
1712,70752,14848,109664,5708544
1713,71136,14944,114080,5723968
1714,71520,15232,112768,5606080
1715,71936,15200,113056,5614336
1716,72192,15040,113184,5610912
1717,71744,15296,111904,5611168
1718,71200,15072,111136,5607648
1719,71232,15072,116832,5621856
1720,71008,16160,123808,5704768
1721,71072,15520,111552,5614336
1722,70496,14944,113248,5610464
1723,71232,15072,112992,5613600
1724,70720,15616,113504,5606912
1725,71456,15072,119648,5708928
1726,72032,15680,111776,5623264
1727,71456,15200,112704,5611424
1728,71136,15072,112000,5605440
1729,71200,14976,113728,5609216
1730,70784,15680,129376,5720768
1731,71104,15008,113696,5619424
1732,70976,14816,112736,5611648
